iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
IND,Asia,India,,8683916,47905,45690,128121,550,543.714,6292.673,34.714,33.109,92.841,0.399,0.394,0.93,,,,,,,,,1153294,120769151,87.514,0.836,1110027,0.804,0.041,24.3,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8728795,44879,45295.857,128668,547,526.143,6325.194,32.521,32.823,93.237,0.396,0.381,0.93,,,,,,,,,1193358,121962509,88.378,0.865,1107732,0.803,0.041,24.5,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8773479,44684,44485.571,129188,520,518,6357.573,32.38,32.236,93.614,0.377,0.375,0.93,,,,,,,,,1139230,123101739,89.204,0.826,1096092,0.794,0.041,24.6,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8814579,41100,43832.143,129635,447,502,6387.356,29.783,31.762,93.938,0.324,0.364,0.93,,,,,,,,,929491,124031230,89.877,0.674,1069847,0.775,0.041,24.4,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8845127,30548,41638.571,130070,435,494.143,6409.492,22.136,30.173,94.253,0.315,0.358,0.93,,,,,,,,,805589,124836819,90.461,0.584,1014290,0.735,0.041,24.4,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8874290,29163,40365.714,130519,449,494.286,6430.624,21.133,29.25,94.579,0.325,0.358,0.93,,,,,,,,,861706,125698525,91.086,0.624,1018048,0.738,0.04,25.2,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8912907,38617,39556.571,130993,474,488.857,6458.608,27.983,28.664,94.922,0.343,0.354,0.94,,,,,,,,,844382,126542907,91.697,0.612,989579,0.717,0.04,25,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,8958483,45576,39223.857,131578,585,493.857,6491.634,33.026,28.423,95.346,0.424,0.358,0.94,,,,,,,,,937279,127480186,92.377,0.679,958719,0.695,0.041,24.4,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9004365,45882,39367.143,132162,584,499.143,6524.881,33.248,28.527,95.769,0.423,0.362,0.95,,,,,,,,,1028203,128508389,93.122,0.745,935126,0.678,0.042,23.8,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9050597,46232,39588.286,132726,564,505.429,6558.383,33.501,28.687,96.178,0.409,0.366,0.95,,,,,,,,,1083397,129591786,93.907,0.785,927150,0.672,0.043,23.4,samples tested,,,,,,,,,,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9095806,45209,40175.286,133227,501,513.143,6591.143,32.76,29.112,96.541,0.363,0.372,0.95,,,,,,,,,1066022,130657808,94.679,0.772,946654,0.686,0.042,23.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9139865,44059,42105.429,133738,511,524,6623.07,31.927,30.511,96.911,0.37,0.38,0.94,,,,,,,,,1075326,131733134,95.458,0.779,985188,0.714,0.043,23.4,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9177840,37975,43364.286,134218,480,528.429,6650.588,27.518,31.423,97.259,0.348,0.383,0.94,,,,,,,,,849596,132582730,96.074,0.616,983458,0.713,0.044,22.7,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9222216,44376,44187,134699,481,529.429,6682.744,32.156,32.019,97.608,0.349,0.384,0.94,,,,,,,,,1099545,133682275,96.871,0.797,1019910,0.739,0.043,23.1,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9266705,44489,44031.714,135223,524,520.714,6714.982,32.238,31.907,97.987,0.38,0.377,0.94,,,,,,,,,1159032,134841307,97.711,0.84,1051589,0.762,0.042,23.9,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9309787,43082,43631.714,135715,492,507.571,6746.201,31.219,31.617,98.344,0.357,0.368,0.93,,,,,,,,,1090238,135931545,98.501,0.79,1060451,0.768,0.041,24.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9351109,41322,42930.286,136200,485,496.286,6776.144,29.943,31.109,98.695,0.351,0.36,0.93,,,,,,,,,1131204,137062749,99.321,0.82,1067280,0.773,0.04,24.9,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9392919,41810,42444.714,136696,496,495.571,6806.441,30.297,30.757,99.055,0.359,0.359,0.92,,,,,,,,,1157605,138220354,100.159,0.839,1080364,0.783,0.039,25.5,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9431691,38772,41689.429,137139,443,485.857,6834.537,28.096,30.21,99.376,0.321,0.352,0.92,,,,,,,,,1283449,139503803,101.089,0.93,1110096,0.804,0.038,26.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,30-11-2020,9462809,31118,40709.857,137621,482,486.143,6857.086,22.549,29.5,99.725,0.349,0.352,0.91,,,,,,,,,876173,140379976,101.724,0.635,1113892,0.807,0.037,27.4,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9499413,36604,39599.571,138122,501,489,6883.611,26.525,28.695,100.088,0.363,0.354,0.91,,,,,,,,,969322,141349298,102.427,0.702,1095289,0.794,0.036,27.7,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9534964,35551,38322.714,138648,526,489.286,6909.372,25.762,27.77,100.469,0.381,0.355,0.91,,,,,,,,,1096651,142445949,103.221,0.795,1086377,0.787,0.035,28.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9571559,36595,37396,139188,540,496.143,6935.89,26.518,27.098,100.861,0.391,0.36,0.9,,,,,,,,,1111698,143557647,104.027,0.806,1089443,0.789,0.034,29.1,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9608211,36652,36728.857,139700,512,500,6962.45,26.559,26.615,101.232,0.371,0.362,0.9,,,,,,,,,1170102,144727749,104.875,0.848,1095000,0.793,0.034,29.8,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9644222,36011,35900.429,140182,482,498,6988.544,26.095,26.015,101.581,0.349,0.361,0.89,,,,,,,,,1157763,145885512,105.714,0.839,1095023,0.793,0.033,30.5,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9677203,32981,35073.143,140573,391,490.571,7012.444,23.899,25.415,101.864,0.283,0.355,0.89,,,,,,,,,1101063,146986575,106.512,0.798,1068967,0.775,0.033,30.5,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9703770,26567,34423,140958,385,476.714,7031.695,19.251,24.944,102.143,0.279,0.345,0.88,,,,,,,,,801081,147787656,107.092,0.58,1058240,0.767,0.033,30.7,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9735850,32080,33776.714,141360,402,462.571,7054.941,23.246,24.476,102.434,0.291,0.335,0.88,,,,,,,,,1026399,148814055,107.836,0.744,1066394,0.773,0.032,31.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9767371,31521,33201,141772,412,446.286,7077.783,22.841,24.059,102.733,0.299,0.323,0.88,,,,,,,,,1022712,149836767,108.577,0.741,1055831,0.765,0.031,31.8,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9796744,29373,32169.286,142185,413,428.143,7099.067,21.285,23.311,103.032,0.299,0.31,0.88,,,,,,,,,922959,150759726,109.246,0.669,1028868,0.746,0.031,32,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9826775,30031,31223.429,142628,443,418.286,7120.829,21.762,22.626,103.353,0.321,0.303,0.87,,,,,,,,,,,,,1000116,0.725,0.031,32,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9857029,30254,30401,143019,391,405.286,7142.752,21.923,22.03,103.637,0.283,0.294,0.87,,,,,,,,,,152697399,110.65,,973127,0.705,0.031,32,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9884100,27071,29556.714,143355,336,397.429,7162.369,19.617,21.418,103.88,0.243,0.288,0.87,,,,,,,,,1014434,153711833,111.385,0.735,960751,0.696,0.031,32.5,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9906165,22065,28913.571,143709,354,393,7178.358,15.989,20.952,104.137,0.257,0.285,0.87,,,,,,,,,855157,154566990,112.005,0.62,968476,0.702,0.03,33.5,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9932547,26382,28099.571,144096,387,390.857,7197.475,19.117,20.362,104.417,0.28,0.283,0.87,,,,,,,,,993665,155560655,112.725,0.72,963800,0.698,0.029,34.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9956557,24010,27026.571,144451,355,382.714,7214.873,17.398,19.584,104.674,0.257,0.277,0.87,,,,,,,,,1085625,156646280,113.511,0.787,972788,0.705,0.028,36,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,9979447,22890,26100.429,144789,338,372,7231.46,16.587,18.913,104.919,0.245,0.27,0.87,,,,,,,,,1158960,157805240,114.351,0.84,1006502,0.729,0.026,38.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10004599,25152,25403.429,145136,347,358.286,7249.686,18.226,18.408,105.171,0.251,0.26,0.87,,,,,,,,,1113406,158918646,115.158,0.807,1027155,0.744,0.025,40.4,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10031223,26624,24884.857,145477,341,351.143,7268.979,19.293,18.032,105.418,0.247,0.254,0.87,,,,,,,,,1171868,160090514,116.007,0.849,1056159,0.765,0.024,42.4,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10055560,24337,24494.286,145810,333,350.714,7286.615,17.635,17.749,105.659,0.241,0.254,0.87,,,,,,,,,1107681,161198195,116.81,0.803,1069480,0.775,0.023,43.7,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10075116,19556,24135.857,146111,301,343.143,7300.785,14.171,17.49,105.877,0.218,0.249,0.87,,,,,,,,,900134,162098329,117.462,0.652,1075906,0.78,0.022,44.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10099066,23950,23788.429,146444,333,335.429,7318.141,17.355,17.238,106.119,0.241,0.243,0.87,,,,,,,,,1072228,163170557,118.239,0.777,1087129,0.788,0.022,45.7,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10123778,24712,23888.714,146756,312,329.286,7336.048,17.907,17.311,106.345,0.226,0.239,0.87,,,,,,,,,1098164,164268721,119.035,0.796,1088920,0.789,0.022,45.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10146845,23067,23914,147092,336,329,7352.763,16.715,17.329,106.588,0.243,0.238,0.87,,,,,,,,,1039645,165308366,119.788,0.753,1071875,0.777,0.022,44.8,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10169118,22273,23502.714,147343,251,315.286,7368.903,16.14,17.031,106.77,0.182,0.228,0.87,,,,,,,,,997396,166305762,120.511,0.723,1055302,0.765,0.022,44.9,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10187850,18732,22375.286,147622,279,306.429,7382.477,13.574,16.214,106.972,0.202,0.222,0.87,,,,,,,,,853527,167159289,121.13,0.618,1009825,0.732,0.022,45.1,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10207871,20021,21758.714,147901,279,298.714,7396.984,14.508,15.767,107.174,0.202,0.216,0.87,,,,,,,,,943368,168102657,121.813,0.684,986352,0.715,0.022,45.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10224303,16432,21312.429,148153,252,291.714,7408.892,11.907,15.444,107.357,0.183,0.211,0.87,,,,,,,,,715397,168818054,122.332,0.518,959961,0.696,0.022,45,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10244852,20549,20826.571,148439,286,285,7423.782,14.891,15.092,107.564,0.207,0.207,0.88,,,,,,,,,983695,169801749,123.044,0.713,947313,0.686,0.022,45.5,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10266674,21822,20413.714,148738,299,283.143,7439.595,15.813,14.792,107.781,0.217,0.205,0.88,,,,,,,,,1120281,170922030,123.856,0.812,950473,0.689,0.021,46.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,31-12-2020,10266674,0,17118.429,148738,0,235.143,7439.595,0,12.405,107.781,0,0.17,0.88,,,,,,,,,1127244,172049274,124.673,0.817,962987,0.698,0.018,56.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10286709,20035,16798.714,148994,256,235.857,7454.113,14.518,12.173,107.966,0.186,0.171,0.89,,,,,,,,,1062420,173111694,125.443,0.77,972276,0.705,0.017,57.9,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10323965,37256,19445,149435,441,259,7481.11,26.997,14.091,108.286,0.32,0.188,0.9,,,,,,,,,829964,173941658,126.044,0.601,968910,0.702,0.02,49.8,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10340469,16504,18942.571,149649,214,249.714,7493.07,11.959,13.726,108.441,0.155,0.181,0.9,,,,,,,,,958125,174899783,126.739,0.694,971018,0.704,0.02,51.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10356844,16375,18934.429,149850,201,242.429,7504.936,11.866,13.721,108.587,0.146,0.176,0.9,,,,,,,,,735978,175635761,127.272,0.533,973958,0.706,0.019,51.4,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10374932,18088,18582.857,150114,264,239.286,7518.043,13.107,13.466,108.778,0.191,0.173,0.9,,,,,,,,,896236,176531997,127.921,0.649,961464,0.697,0.019,51.7,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10395278,20346,18372,150336,222,228.286,7532.786,14.743,13.313,108.939,0.161,0.165,0.9,,,,,,,,,931408,177463405,128.596,0.675,934482,0.677,0.02,50.9,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10413417,18139,20963.286,150570,234,261.714,7545.93,13.144,15.191,109.108,0.17,0.19,0.9,,,,,,,,,937590,178400995,129.276,0.679,907389,0.658,0.023,43.3,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10413417,0,18101.143,150570,0,225.143,7545.93,0,13.117,109.108,0,0.163,0.9,,,,,,,,,935369,179336364,129.953,0.678,889239,0.644,0.02,49.1,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10450284,36867,18045.571,150999,429,223.429,7572.646,26.715,13.076,109.419,0.311,0.162,0.91,,,,,,,,,916951,180253315,130.618,0.664,901665,0.653,0.02,50,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10466595,16311,18018,151160,161,215.857,7584.465,11.82,13.056,109.536,0.117,0.156,0.91,,,,,,,,,843307,181096622,131.229,0.611,885263,0.641,0.02,49.1,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10479179,12584,17476.429,151327,167,211,7593.584,9.119,12.664,109.657,0.121,0.153,0.9,,,,,,,,,659209,181755831,131.707,0.478,874296,0.634,0.02,50,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10495147,15968,17173.571,151529,202,202.143,7605.155,11.571,12.445,109.803,0.146,0.146,0.9,,,,,,,,,897056,182652887,132.357,0.65,874413,0.634,0.02,50.9,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10512093,16946,16687.857,151727,198,198.714,7617.434,12.28,12.093,109.947,0.143,0.144,0.9,,,,,,,,,836227,183489114,132.963,0.606,860816,0.624,0.019,51.6,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10527683,15590,16323.714,151918,191,192.571,7628.732,11.297,11.829,110.085,0.138,0.14,0.9,,,,,,,,,743191,184232305,133.501,0.539,833044,0.604,0.02,51,samples tested,,,,,,,,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10542841,15158,18489.143,152093,175,217.571,7639.716,10.984,13.398,110.212,0.127,0.158,0.9,,,,,,,,,730096,184962401,134.03,0.529,803720,0.582,0.023,43.5,samples tested,0,0,,,,0,0,,,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10557985,15144,15385.857,152274,181,182.143,7650.689,10.974,11.149,110.343,0.131,0.132,0.9,,,,,,,,,803090,185765491,134.612,0.582,787454,0.571,0.02,51.2,samples tested,191181,191181,,191181,191181,0.01,0.01,,139,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10571773,13788,15025.429,152419,145,179.857,7660.681,9.991,10.888,110.448,0.105,0.13,0.9,,,,,,,,,779377,186544868,135.177,0.565,778321,0.564,0.019,51.8,samples tested,224301,224301,,33120,112150,0.02,0.02,,81,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10581823,10050,14663.429,152556,137,175.571,7667.963,7.283,10.626,110.547,0.099,0.127,0.9,,,,,,,,,548168,187093036,135.574,0.397,762458,0.553,0.019,52,samples tested,454049,454049,,229748,151350,0.03,0.03,,110,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10595639,13816,14356,152718,162,169.857,7677.975,10.012,10.403,110.665,0.117,0.123,0.9,,,,,,,,,709791,187802827,136.089,0.514,735706,0.533,0.02,51.2,samples tested,674835,674835,,220786,168709,0.05,0.05,,122,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10610883,15244,14112.857,152869,151,163.143,7689.021,11.046,10.227,110.774,0.109,0.118,0.9,,,,,,,,,764120,188566947,136.642,0.554,725405,0.526,0.019,51.4,samples tested,806484,806484,,131649,161297,0.06,0.06,,117,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10625428,14545,13963.571,153032,163,159.143,7699.561,10.54,10.118,110.892,0.118,0.115,0.91,,,,,,,,,780835,189347782,137.208,0.566,730782,0.53,0.019,52.3,samples tested,1043534,1043534,,237050,173922,0.08,0.08,,126,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10639684,14256,13834.714,153184,152,155.857,7709.891,10.33,10.025,111.003,0.11,0.113,0.91,,,,,,,,,800242,190148024,137.788,0.58,740803,0.537,0.019,53.5,samples tested,1390592,1390592,,347058,198656,0.1,0.1,,144,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
IND,Asia,India,,10654533,14849,13792.571,153339,155,152.143,7720.652,10.76,9.995,111.115,0.112,0.11,0.91,,,,,,,,,837095,190985119,138.395,0.607,745661,0.54,0.018,54.1,samples tested,1582201,1582201,,191609,198717,0.11,0.11,,144,68.98,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645
